Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted,y_pred,Id
2012,22.0,Massachusetts,1.8542,112.9445001,4.7,87.63,19.0,307.34,7.32,4.4,1,0,5,0.0,0.0,1117
2016,22.0,Purdue,1.8034,87.08973504,4.33,88.9,19.0,292.1,7.03,4.19,0,1,1,1.0,1.0,862
2012,21.997016197783463,USC,1.8034,99.33672903,4.7,77.47,19.0,279.4,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,1490
2018,21.997016197783463,Purdue,1.9304,136.5313034,5.37,83.50634934889987,26.0,243.84,7.230447266703479,4.399422150882825,0,2,4,0.0,0.0,2400
2014,23.0,Virginia Tech,1.9304,117.4804238,4.7,93.98,26.0,309.88,7.19,4.27,0,2,3,0.0,1.0,2069
2011,22.0,North Carolina,1.8034,101.1510985,4.55,83.82,27.0,304.8,6.87,4.09,0,1,17,1.0,1.0,2270
2017,22.0,Louisiana Tech,1.8034,90.26488163,4.46,91.44,13.0,332.74,7.18,4.35,1,0,19,1.0,1.0,104
2013,22.0,James Madison,1.905,136.077711,5.06,76.2,24.0,271.78,7.77,5.0,1,5,10,1.0,1.0,1929
2013,21.0,California,1.905,142.4280042,4.99,67.31,31.0,274.32,7.31,4.74,1,5,0,1.0,1.0,1865
2009,21.997016197783463,Central Arkansas,1.8542,99.33672903,4.86,77.47,20.23640776699029,269.24,7.43,4.44,1,0,14,0.0,0.0,565
2011,22.0,Michigan St.,1.8288,88.45051215,4.54,83.50634934889987,10.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,746
2016,22.0,Oregon,1.7526,89.35769689,4.66,87.63,13.0,294.64,6.95,4.14,1,0,19,0.0,0.0,2362
2013,23.0,Notre Dame,1.905,137.4384881,5.33,64.77,20.23640776699029,248.92,7.81,4.71,1,5,0,0.0,1.0,1588
2011,22.0,Tulsa,1.905,111.1301307,4.69,85.09,18.0,299.72,7.07,4.15,1,0,5,1.0,1.0,2116
2017,21.0,Virginia Tech,1.778,104.7798375,4.93,81.28,19.0,289.56,7.27,4.34,1,0,5,1.0,1.0,226
2019,21.997016197783463,Minnesota,1.9558,151.953444,4.764817905918058,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,12,0.0,0.0,231
2015,22.0,Miami (FL),1.8034,107.0477993,4.78,81.28,27.0,287.02,7.230447266703479,4.399422150882825,0,4,7,1.0,1.0,1530
2012,23.0,Texas A&M,1.9304,100.2439138,4.65,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,14,1.0,0.0,479
2018,21.997016197783463,Alabama,1.8288,89.81128926,4.35,80.01,14.0,320.04,6.78,4.11,0,1,1,0.0,0.0,111
2012,22.0,Virginia,1.778,83.00740371,4.63,83.50634934889987,7.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,0.0,1.0,51
2011,22.0,Syracuse,1.8542,136.9848957,4.93,67.31,34.0,233.68,7.62,4.62,1,5,0,0.0,1.0,1511
2013,21.997016197783463,Penn St.,1.905,136.9848957,5.43,60.96,27.0,233.68,7.9,4.96,1,5,0,0.0,0.0,564
2009,23.0,Tennessee,1.905,123.3771246,4.77,74.93,18.0,259.08,7.56,4.51,0,2,3,1.0,0.0,2380
2014,22.0,Arizona St.,1.8288,137.4384881,5.36,72.39,24.0,251.46,7.93,4.82,0,2,4,1.0,1.0,1195
2010,21.0,UNLV,1.905,134.7169339,5.21,66.04,35.0,266.7,7.5,4.73,1,5,0,1.0,1.0,764
2010,22.0,Texas Tech,1.778,92.53284348,4.52,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,0.0,457
2009,23.0,LSU,1.8796,94.80080533,4.49,95.25,13.0,327.66,7.25,4.23,0,1,6,1.0,1.0,2007
2016,20.0,Ohio St.,1.8288,102.0582833,4.47,82.55,20.23640776699029,299.72,7.230447266703479,4.399422150882825,1,0,15,1.0,1.0,2302
2011,23.0,Miami (FL),1.9558,143.3351889,5.11,72.39,26.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,2011
2011,22.0,LSU,1.905,96.16158244,4.52,81.28,20.23640776699029,309.88,6.48,4.03,1,0,19,0.0,0.0,976
2014,21.0,Iowa,1.8288,108.8621688,4.74,80.01,23.0,294.64,7.15,4.45,0,4,11,1.0,1.0,1487
2013,22.0,Texas A&M,1.778,99.7903214,4.54,109.22,27.0,317.5,6.69,4.02,1,0,15,1.0,0.0,532
2014,21.997016197783463,Memphis,1.905,100.2439138,5.05,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,1560
2009,24.0,Maryland,1.9558,115.6660544,4.79,83.82,26.0,309.88,6.92,4.26,1,0,18,1.0,1.0,1378
2017,22.0,Boise St.,1.8542,103.4190604,4.67,85.09,20.23640776699029,307.34,7.230447266703479,4.39,0,4,7,1.0,1.0,2715
2017,22.0,Arkansas,1.8288,86.1825503,4.74,76.2,10.0,284.48,6.85,4.12,1,0,19,0.0,0.0,2470
2016,22.0,Oklahoma,1.905,143.7887813,5.32,69.85,12.0,271.78,8.3,4.83,1,5,10,0.0,1.0,433
2012,22.0,Iowa St.,1.9558,151.0462592,5.22,67.31,32.0,264.16,7.91,4.87,1,5,12,1.0,1.0,2531
2013,23.0,Alabama A&M,1.9558,141.9744118,5.37,58.42,17.0,233.68,8.12,4.74,1,5,10,0.0,1.0,212
2012,21.0,Oklahoma St.,1.8542,93.89362059,4.47,83.50634934889987,19.0,291.9857,7.230447266703479,4.399422150882825,0,1,6,1.0,1.0,2733
2017,21.997016197783463,California,1.8796,110.2229459,5.3,64.77,20.23640776699029,251.46,7.230447266703479,4.399422150882825,2,6,9,0.0,0.0,781
2017,22.0,Florida St.,1.8288,87.99691978,4.59,91.44,20.23640776699029,312.42,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,1340
2015,21.0,LSU,1.7272,96.61517481,4.62,93.98,22.0,292.1,7.52,4.37,1,0,15,0.0,1.0,422
2018,22.0,Miami (FL),1.7526,83.46099608,4.764817905918058,83.50634934889987,11.0,291.9857,7.230447266703479,4.399422150882825,1,0,19,1.0,1.0,1253
2012,22.0,North Carolina St.,1.9558,135.1705263,4.97,91.44,21.0,287.02,7.4,4.41,0,2,4,1.0,1.0,313
2017,22.0,Louisiana Tech,1.7272,82.10021897,4.63,83.82,13.0,297.18,6.74,4.01,1,0,19,1.0,1.0,2107
2009,23.0,Clemson,1.8288,94.34721296,4.33,95.25,19.0,322.58,7.27,4.38,0,1,6,1.0,1.0,2140
2010,21.997016197783463,Nevada,1.9304,117.0268315,4.75,73.66,26.0,264.16,7.54,4.88,0,2,3,0.0,0.0,1014
2009,21.0,Texas,1.8542,140.6136347,4.93,81.28,36.0,261.62,8.01,4.74,0,2,4,1.0,1.0,617
2010,21.997016197783463,Clemson,1.7526,80.28584949,4.49,86.36,14.0,292.1,6.85,4.07,0,1,1,0.0,0.0,2260
2014,22.0,LSU,1.8034,122.9235323,4.95,72.39,23.0,281.94,7.68,4.58,1,0,5,0.0,1.0,2193
2013,22.0,Houston,1.8034,86.63614267,4.4,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,218
2014,21.997016197783463,BYU,1.8542,92.98643585,4.67,81.28,13.0,289.56,6.47,3.95,0,1,17,0.0,0.0,787
2012,21.0,Mississippi St.,1.9304,135.1705263,4.77,66.04,30.0,261.62,7.07,4.53,0,2,4,1.0,1.0,2431
2014,22.0,Colorado St.,1.905,135.1705263,5.1,64.77,25.0,269.24,7.93,4.63,1,5,0,1.0,1.0,1514
2009,22.0,Auburn,1.8796,140.1600423,5.4,83.50634934889987,22.0,291.9857,7.230447266703479,4.399422150882825,1,5,10,1.0,1.0,1995
2018,21.0,Maine,1.9304,144.695966,5.58,59.69,17.0,248.92,7.86,4.95,1,5,10,1.0,1.0,1916
2009,21.0,Florida St.,1.8288,87.99691978,4.764817905918058,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,8,0.0,0.0,949
2013,22.0,Azusa Pacific,2.032,142.8815966,5.34,83.50634934889987,31.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,0.0,1.0,962
2011,21.0,Notre Dame,1.9812,117.4804238,4.83,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,18,1.0,0.0,2673
2018,21.997016197783463,Stephen F. Austin,1.9304,128.3666407,4.75,83.82,26.0,287.02,7.36,4.48,0,2,3,0.0,0.0,2451
2010,21.997016197783463,USC,1.8542,97.06876718,4.58,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,1,6,0.0,0.0,543
2011,23.0,Colorado,1.8542,92.53284348,4.52,90.17,24.0,294.64,6.85,4.25,0,1,1,1.0,1.0,2181
2017,22.0,Indiana,1.9304,138.3456729,5.24,71.12,26.0,256.54,7.52,4.68,1,5,10,1.0,1.0,2779
2014,23.0,UCLA,1.8542,96.61517481,4.51,87.63,13.0,309.88,7.07,4.21,1,0,19,1.0,1.0,1237
2014,22.0,Stanford,1.9812,142.8815966,5.48,72.39,22.0,261.62,7.81,4.86,1,5,10,1.0,0.0,605
2015,22.0,East. Washington,1.8034,88.45051215,4.63,83.82,19.0,284.48,7.01,4.26,0,1,6,0.0,1.0,2373
2018,22.0,Florida St.,1.905,105.2334298,4.58,105.41,20.23640776699029,332.74,6.85,4.28,0,4,11,0.0,1.0,1844
2014,23.0,Utah,1.8542,135.1705263,5.1,77.47,31.0,281.94,7.67,4.53,0,2,4,0.0,0.0,2665
2012,22.0,Wake Forest,1.8542,96.61517481,4.54,82.55,19.0,302.26,7.21,4.32,0,1,17,0.0,1.0,1236
2012,21.997016197783463,Oregon,1.905,99.7903214,4.77,91.44,14.0,307.34,7.17,4.28,1,0,14,0.0,0.0,741
2015,21.0,Nebraska,1.7526,92.98643585,4.6,107.95,24.0,330.2,6.79,3.95,1,0,15,1.0,0.0,1932
2017,21.0,Louisiana Tech,1.8034,89.35769689,4.54,85.09,19.0,309.88,6.72,4.13,0,1,17,1.0,1.0,1000
2012,21.0,Notre Dame,1.778,101.1510985,4.58,83.50634934889987,20.0,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,1.0,761
2017,22.0,Alabama,1.9812,113.8516849,4.51,76.2,22.0,307.34,6.85,4.16,1,0,18,1.0,0.0,857
2017,22.0,Michigan,1.905,99.7903214,4.764817905918058,83.50634934889987,20.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,0.0,2697
2016,23.0,Michigan St.,1.8542,133.3561568,5.29,67.31,23.0,256.54,7.9,4.73,1,5,0,0.0,1.0,358
2014,21.0,Houston,1.905,95.70799007,5.1,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,986
2014,23.0,San Jose St.,1.8796,96.16158244,4.99,71.12,20.23640776699029,261.62,7.55,4.5,1,0,14,1.0,0.0,272
2016,20.0,Notre Dame,1.8796,101.1510985,4.67,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,4,11,1.0,1.0,1251
2016,21.0,Northwestern,1.9812,134.2633415,4.87,82.55,30.0,289.56,7.26,4.38,0,2,3,1.0,1.0,102
2015,24.0,Alabama,1.8034,115.212462,4.94,85.09,23.0,289.56,7.56,4.4,1,0,5,1.0,0.0,979
2015,20.0,Washington,1.8288,103.4190604,4.64,85.09,20.23640776699029,297.18,6.99,4.08,0,4,11,1.0,1.0,259
2017,22.0,Texas A&M,1.905,87.99691978,4.52,93.98,20.23640776699029,314.96,6.83,4.13,1,0,19,1.0,1.0,96
2013,23.0,Southern Miss,1.905,113.3980925,4.64,105.41,19.0,353.06,7.1,4.32,0,4,11,1.0,1.0,251
2010,23.0,Utah,1.9304,140.6136347,5.28,83.50634934889987,27.0,291.9857,7.230447266703479,4.399422150882825,1,5,10,1.0,1.0,1260
2017,23.0,Iowa,1.9304,112.0373154,4.52,88.9,18.0,335.28,7.230447266703479,4.399422150882825,1,0,18,1.0,0.0,2216
2011,21.997016197783463,Houston,1.905,136.077711,6.0,63.5,23.0,208.28,9.04,5.56,1,5,10,0.0,0.0,2742
2014,24.0,Baylor,1.8034,87.99691978,4.52,93.98,11.0,312.42,6.8,4.34,0,1,1,1.0,1.0,1933
2016,21.0,Louisiana Tech,1.9304,146.5103355,5.33,74.93,26.0,264.16,7.82,4.76,0,2,4,1.0,1.0,2231
2010,21.997016197783463,West Virginia,1.8796,85.27536556,4.52,101.6,20.23640776699029,309.88,7.03,4.43,1,0,19,0.0,0.0,1425
2011,21.0,West Texas A&M,1.8542,100.2439138,4.5,87.63,19.0,297.18,7.04,4.31,1,0,19,1.0,1.0,1285
2010,23.0,Toledo,1.9304,95.2543977,4.5,92.71,15.0,317.5,6.81,4.11,1,0,19,0.0,1.0,2090
2010,22.0,Notre Dame,1.905,100.6975061,4.76,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,14,1.0,0.0,2553
2012,23.0,Rutgers,1.8796,121.5627552,4.9,81.28,23.0,276.86,7.05,4.35,0,2,3,0.0,0.0,2658
2017,23.0,Troy,1.9812,136.9848957,5.15,78.74,24.0,274.32,7.98,4.94,1,5,12,1.0,0.0,2150
2010,23.0,Nebraska,1.9304,139.2528576,5.03,90.17,32.0,266.7,7.21,4.44,0,2,4,1.0,1.0,1744
2014,22.0,Florida,1.905,137.8920805,5.15,68.58,27.0,287.02,7.97,4.86,1,5,0,0.0,1.0,456
2016,22.0,Utah St.,1.8796,108.4085764,4.72,80.01,20.23640776699029,292.1,6.73,4.0,0,4,7,1.0,1.0,462
2011,24.0,Arizona,1.9812,147.4175203,5.54,67.31,25.0,251.46,8.25,5.0,1,5,12,0.0,1.0,2735
2018,21.997016197783463,Utah,1.8796,142.8815966,4.764817905918058,83.50634934889987,28.0,291.9857,7.230447266703479,4.399422150882825,0,2,4,0.0,0.0,414
2012,23.0,San Diego St.,1.8796,111.583723,4.67,95.25,31.0,307.34,7.230447266703479,4.399422150882825,0,4,11,1.0,1.0,1228
2016,23.0,Alabama,1.8796,120.2019781,4.99,71.12,17.0,274.32,7.74,4.69,0,2,3,0.0,0.0,1210
2009,23.0,Iowa,1.778,102.965468,4.55,93.98,19.0,307.34,7.1,4.4,1,0,15,1.0,1.0,2767
2018,21.0,Wisconsin,1.8796,107.9549841,4.764817905918058,83.50634934889987,18.0,291.9857,7.230447266703479,4.399422150882825,0,4,7,1.0,1.0,1488
2014,23.0,Tennessee St.,1.9304,141.9744118,5.25,68.58,26.0,251.46,7.95,4.82,1,5,10,1.0,1.0,1602
2009,22.0,Stanford,1.9812,125.1914941,4.86,80.01,26.0,294.64,7.24,4.4,0,2,3,0.0,1.0,2144
2016,21.997016197783463,Kentucky,1.8034,87.54332741,4.79,83.82,15.0,292.1,7.17,4.25,0,1,6,0.0,0.0,535
2012,22.0,Arkansas,1.8034,81.19303423,4.51,91.44,20.23640776699029,312.42,7.09,4.399422150882825,1,0,19,1.0,1.0,2645
2016,21.0,Utah St.,1.8034,89.81128926,4.58,82.55,12.0,294.64,7.12,4.19,1,0,19,0.0,1.0,572
2019,22.0,Rutgers,1.8542,89.81128926,4.764817905918058,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,0.0,1864
2017,22.0,Washington,1.8034,85.27536556,4.22,93.98,20.23640776699029,337.82,7.230447266703479,4.399422150882825,1,0,19,1.0,1.0,498
2019,21.0,Mississippi,1.8796,91.62565874,4.55,85.09,11.0,302.26,7.06,4.53,1,0,19,0.0,1.0,599
2016,22.0,Alabama,1.8542,112.0373154,4.72,80.01,20.23640776699029,294.64,7.230447266703479,4.28,0,4,7,1.0,1.0,2279
2017,21.0,Virginia Tech,1.8288,94.34721296,4.54,86.36,16.0,309.88,6.85,4.07,0,1,6,1.0,1.0,930
2012,21.0,Texas A&M,1.9304,101.1510985,4.53,83.50634934889987,17.0,291.9857,7.230447266703479,4.399422150882825,1,0,19,0.0,1.0,1093
2010,23.0,Oregon,1.8288,109.3157612,4.7,88.9,18.0,297.18,6.85,4.49,1,0,15,0.0,1.0,1413
2015,22.0,Mississippi St.,1.9304,111.583723,4.66,102.87,16.0,307.34,7.21,4.27,0,4,7,1.0,1.0,2615
2017,21.997016197783463,Texas A&M,1.8034,90.26488163,4.764817905918058,110.49,18.0,337.82,7.230447266703479,4.399422150882825,1,0,19,0.0,0.0,1775
2018,22.0,LSU,1.9304,141.0672271,5.39,73.66,25.0,246.38,8.04,4.92,1,5,0,1.0,1.0,2183
2013,21.997016197783463,Florida St.,1.7272,86.1825503,4.46,83.50634934889987,10.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,0.0,0.0,2117
2010,22.0,Tennessee,1.9558,144.695966,5.52,57.15,19.0,228.6,8.24,5.03,1,5,10,1.0,1.0,1094
2010,21.0,Oklahoma,1.9558,118.3876086,4.66,88.9,20.0,287.02,7.07,4.53,1,0,18,1.0,1.0,2321
2018,21.0,Louisville,1.8796,97.97595192,4.764817905918058,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,14,1.0,1.0,1847
2018,22.0,UCLA,1.9304,140.6136347,5.09,85.09,25.0,281.94,7.5,4.69,1,5,0,1.0,0.0,1940
2011,23.0,South Carolina,1.9304,97.97595192,4.53,85.09,15.0,299.72,7.05,4.25,1,0,19,0.0,0.0,2596
2010,22.0,Miami (FL),1.8034,107.0477993,4.81,83.50634934889987,24.0,291.9857,7.19,4.42,0,4,7,1.0,1.0,2684
2013,23.0,Louisiana Tech,1.8542,103.8726527,4.98,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,1272
2015,23.0,Clemson,1.9304,127.9130483,4.8,83.50634934889987,22.0,291.9857,7.230447266703479,4.399422150882825,0,2,3,0.0,1.0,2106
2018,21.0,Temple,1.8288,86.1825503,4.65,87.63,16.0,302.26,7.230447266703479,4.62,0,1,16,0.0,0.0,2262
2009,22.0,USC,1.905,110.2229459,4.64,88.9,30.0,304.8,6.84,4.22,0,4,11,1.0,1.0,759
2011,22.0,SMU,1.778,83.46099608,4.35,101.6,17.0,320.04,6.65,4.09,1,0,19,1.0,1.0,435
2011,23.0,Florida St.,1.905,120.6555704,4.86,82.55,14.0,297.18,7.25,4.51,0,2,3,1.0,0.0,2462
2010,21.997016197783463,Duke,1.9558,137.4384881,5.46,66.04,27.0,228.6,7.84,4.399422150882825,0,2,4,0.0,0.0,237
2019,21.997016197783463,Malone University (Ohio),1.8542,97.52235955,4.43,96.52,13.0,307.34,7.0,4.22,1,0,19,0.0,0.0,2153
2011,22.0,South Carolina,1.8288,90.26488163,4.36,97.79,20.23640776699029,312.42,6.88,4.08,0,1,1,1.0,1.0,109
2012,21.0,Oregon,1.905,108.4085764,4.67,86.36,20.0,302.26,7.230447266703479,4.399422150882825,0,4,11,1.0,1.0,1780
2011,23.0,Arizona,1.9304,115.6660544,4.88,80.01,26.0,269.24,7.25,4.32,0,2,3,1.0,1.0,163
2011,21.0,Nebraska,1.8288,93.44002822,4.38,96.52,15.0,325.12,6.97,4.08,0,1,1,1.0,1.0,1807
2015,21.0,South Alabama,1.905,112.4909078,4.65,91.44,20.23640776699029,302.26,7.29,4.49,1,0,18,0.0,1.0,252
2011,21.997016197783463,Wake Forest,1.8542,85.27536556,4.56,90.17,9.0,312.42,6.61,4.09,1,0,19,0.0,0.0,1344
2011,23.0,USC,1.8034,83.91458845,4.41,87.63,16.0,287.02,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,1313
2015,23.0,Iowa,1.9558,145.1495584,5.07,83.82,20.23640776699029,261.62,7.91,4.47,0,2,4,1.0,1.0,2275
2019,21.0,Iowa,1.9558,113.8516849,4.7,95.25,17.0,312.42,7.02,4.18,1,0,18,1.0,1.0,610
2019,21.997016197783463,LSU,1.778,83.46099608,4.764817905918058,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,8,0.0,0.0,2158
2016,22.0,Arizona,1.905,94.80080533,4.65,85.09,9.0,291.9857,6.99,4.14,1,0,19,0.0,1.0,2394
2018,23.0,Washington St.,1.9304,97.52235955,4.764817905918058,67.31,20.23640776699029,261.62,7.230447266703479,4.399422150882825,1,0,14,1.0,1.0,2528
2010,26.0,BYU,1.8034,111.1301307,4.84,81.28,19.0,266.7,7.44,4.69,1,0,5,0.0,1.0,1423
2015,22.0,Michigan St.,1.8288,84.36818082,4.31,96.52,19.0,309.88,7.06,4.39,0,1,1,1.0,1.0,1064
2015,21.997016197783463,Florida,1.8796,91.62565874,4.93,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,1850
2011,21.0,Villanova,1.9304,143.7887813,5.2,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,10,1.0,1.0,2223
2009,21.0,Oklahoma,1.8542,95.2543977,4.44,87.63,20.23640776699029,294.64,7.230447266703479,4.4,1,0,19,1.0,1.0,461
2012,21.0,Wake Forest,1.905,140.1600423,5.02,83.50634934889987,26.0,291.9857,7.230447266703479,4.399422150882825,1,5,10,1.0,1.0,1173
2018,23.0,Tulane,1.8288,81.6466266,4.32,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,157
2012,23.0,North Carolina,1.905,104.3262451,4.51,83.82,14.0,276.86,7.230447266703479,4.399422150882825,1,0,19,0.0,0.0,2526
2017,20.0,South Florida,1.8034,96.61517481,4.5,90.17,15.0,317.5,7.230447266703479,4.399422150882825,1,0,15,1.0,1.0,1446
2018,22.0,Florida St.,1.9558,116.1196467,4.94,83.82,18.0,279.4,7.15,4.43,1,0,18,1.0,0.0,238
2010,21.0,Iowa,1.8034,88.45051215,4.52,88.9,20.23640776699029,294.64,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,2075
2010,23.0,Wayne State (MI),1.8034,99.7903214,4.68,92.71,20.23640776699029,304.8,6.84,4.17,1,0,15,0.0,1.0,1621
2017,21.0,West Virginia,1.8796,94.80080533,4.59,85.09,16.0,304.8,6.97,4.26,0,1,1,1.0,1.0,2513
2015,21.997016197783463,Clemson,1.8288,86.63614267,4.61,82.55,7.0,302.26,6.8,4.0,0,1,1,0.0,0.0,100
2017,21.0,USC,1.905,151.4998516,5.84,62.23,20.23640776699029,243.84,8.51,5.38,1,5,10,0.0,0.0,315
